Title,Genre,Budget,Homepage,Language,Overview,Poster path,Production company,Release Date,Commercial Success,Revenue,Tagline,Vote Average,All Genres
Ocean's Thirteen,Thriller,85,http://oceans13.warnerbros.com/,Other,Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff  causing a heart attack  Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.,/5QTc2a782KkHwz4NntHMDgcp3PX.jpg,Village Roadshow Pictures,2007,Small,311,What are the odds of getting even? 13 to one.,6.5,Thriller
Bait,Thriller,35,,Other,Landing in jail for a petty theft crime  Alvin finds himself sharing a cell with John Jaster  the incarcerated half of the pair of high-tech thieves responsible for the missing gold. His partner  Bristol  is still at large. Alvin wants only to get out of prison and start fresh with his girlfriend  Lisa  and when the Feds  led by U.S. Treasury investigator Clenteen  set him loose on a sketchy deal  he thinks his luck has changed. Alvin has his freedom and the Feds have found their bait.,/v7eBChA30DtdkfaevXW5axs32DU.jpg,Castle Rock Entertainment,2000,Small,311,Alvin Sanders is going to help the Feds catch a killer. He just doesn't know it yet.,6.1,Action  Thriller
Percy Jackson & the Olympians: The Lightning Thief,SF & Fantasy,95,,Other,Accident prone teenager  Percy discovers he's actually a demi-God  the son of Poseidon  and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.,/5NhyXkodMzDRW8uqtPqlxJsoBhf.jpg,Ingenious Film Partners,2010,Small,311,Worlds Collide,6.0,Fantasy  Family  Adventure
Alien³,Action,50,,Other,After escaping with Newt and Hicks from the alien planet  Ripley crash lands on Fiorina 161  a prison planet and host to a correctional facility. Unfortunately  although Newt and Hicks do not survive the crash  a more unwelcome visitor does. The prison does not allow weapons of any kind  and with aid being a long time away  the prisoners must simply survive in any way they can.,/p7mUd9GpmCYV5qhkKGmiEerFK3i.jpg,Twentieth Century Fox Film Corporation,2003,Small,311,The bitch is back.,6.2,Action  Science Fiction  Horror
The Hitchhiker's Guide to the Galaxy,Comedy,50,,Other,"Mere seconds before the Earth is to be demolished by an alien construction crew  Arthur Dent is swept off the planet by his friend Ford Prefect  a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",/fOb4cJMhnZ11BoHNUii3Vcfo3XU.jpg,Spyglass Entertainment,2005,Small,311,Don't leave Earth without it.,6.6,Comedy  Science Fiction  Family  Adventure
Paranoia,Thriller,35,,Other,An entry-level employee at a powerful corporation finds himself occupying a corner office  but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.,/kSxJnejeNaMlQv3I2hnvBMSOqoo.jpg,Gaumont,2013,Small,311,In a war between kings even a pawn can change the game.,5.6,Drama  Thriller
Bolt,Action,150,http://movies.disney.com/bolt,Other,"Bolt is the star of the biggest show in Hollywood. The only problem is  he thinks it's real. After he's accidentally shipped to New York City and separated from Penny  his beloved co-star and owner  Bolt must harness all his ""super powers"" to find a way home.",/pGA75RbbIDXlUJtzJogAtS0KyxL.jpg,Walt Disney Animation Studios,2008,Small,310,Fully Awesome. Ridonculous. Let It Begin.,6.3,Comedy  Family  Adventure
Babe: Pig in the City,Comedy,90,,Other,Babe  fresh from his victory in the sheepherding contest  returns to Farmer Hoggett's farm  but after Farmer Hoggett is injured and unable to work  Babe has to go to the big city to save the farm.,/yjZ3d2mKC94Lz0XGJYGRbAOrA4Q.jpg,Kennedy Miller Productions,2015,Small,310,This little pig went to the city...,5.3,Comedy  Fantasy  Family  Drama  Adventure
Bullet to the Head,Action,55,,Other,After watching their respective partners die  a cop and a hitman form an alliance in order to bring down their common enemy.,/in6KZhkj6UCpXhjVm00VzdisHyf.jpg,Dark Castle Entertainment,2013,Small,310,Revenge Never Gets Old.,5.2,Action  Thriller
Theodore Rex,SF & Fantasy,34,,Other,In an alternate futuristic society  a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.,/aQhmZkynXG7Gu3YGSmF9k2skL3W.jpg,New Line Cinema,2016,Small,310,The world's toughest cop is getting a brand new partner. And he's a real blast from the past!,3.6,Fantasy  Science Fiction  Family
Jingle All the Way,Family,60,,Other,Meet Howard Langston  a salesman for a mattress company is constantly busy at his job  and he also constantly disappoints his son  after he misses his son's karate exposition  his son tells Howard that he wants for Christmas is an action figure of his son's television hero  he tries hard to to make it up to him. Unfortunately for Howard  it is Christmas Eve  and every store is sold out of Turbo Man  now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.,/aaVkNhUONnkSv5ijPjq7pEmmWyE.jpg,Twentieth Century Fox Film Corporation,2009,Small,310,Two Dads  One Toy  No Prisoners.,5.5,Comedy  Family
Moneyball,Drama,50,http://www.moneyball-movie.com/,Other,The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget  by employing computer-generated analysis to draft his players.,/3oAa8mJJ97CH9AeGEY6vjAxqcvZ.jpg,Columbia Pictures,2011,Small,310,What are you really worth?,7.0,Drama
White House Down,Drama,150,,Other,Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news  he takes her on a tour of the White House  when the complex is overtaken by a heavily armed paramilitary group. Now  with the nation's government falling into chaos and time running out  it's up to Cale to save the president  his daughter  and the country.,/niYdnzkrtBduR5lKtfeLXKXNaTT.jpg,Columbia Pictures,2013,Small,310,It will start like any other day.,6.3,Action  Drama  Thriller
The People vs. Larry Flynt,Drama,36,,Other,Larry Flynt is the hedonistically obnoxious  but indomitable  publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.,/9F1eO4vH7yseGQEovIkXOm3Hrtq.jpg,Sony Pictures,2014,Small,310,You may not like what he does  but are you prepared to give up his right to do it?,6.8,Drama
Donnie Brasco,Thriller,35,,Other,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,TriStar Pictures,2016,Small,310,Based on a true story.,7.4,Drama  Thriller
The Bourne Identity,Drama,60,http://www.universalstudiosentertainment.com/the-bourne-identity/,Other,Wounded to the brink of death and suffering from amnesia  Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number  he starts to reconstruct his life  but finds that many people he encounters want him dead. However  Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,Universal Pictures,2002,Small,310,He was the perfect weapon until he became the target.,7.3,Action  Drama  Thriller
Multiplicity,SF & Fantasy,45,,Other,Construction worker Doug Kinney finds that the pressures of his working life  combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However  he is approached by geneticist Dr. Owen Leeds  who offers Doug a rather unusual solution to his problems: cloning.,/lFbBQ55MkBxVxQPwALjzMu3y9rD.jpg,Columbia Pictures Corporation,2007,Small,310,Sometimes to get more out of life  you have to make more of yourself.,5.5,Comedy  Fantasy  Science Fiction
Driven,Action,94,,Other,Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder  with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly  car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings  Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.,/vtPvxgQBoNBFnnnYjS1lb6pLXtv.jpg,Epsilon Motion Pictures,2001,Small,310,Get ready for the race of your life.,4.5,Action
The Other Boleyn Girl,Drama,35,,Other,A sumptuous and sensual tale of intrigue  romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters  Anne and Mary Boleyn  driven by their family's blind ambition  compete for the love of the handsome and passionate King Henry VIII.,/hVMDKcGX7sSrJwK2DbTtOMzQOTp.jpg,Columbia Pictures,2008,Small,310,Two sisters divided for the love of a king.,6.4,Drama
2 Guns,Action,61,http://www.2guns.net/,Other,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,/30lM3Uvzs6HOG5l4hzhwxYTWgd3.jpg,Universal Studios,2013,Small,310,2 Guns  1 Bank.,6.6,Action  Comedy
Behind Enemy Lines,Action,40,,Other,While flying a routine reconnaissance mission over Bosnia  fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines  where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail  Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.,/dl1OgKeKxKQsOAqGM7TZRNozbKf.jpg,Twentieth Century Fox Film Corporation,2001,Small,310,His only weapon is his will to survive.,6.0,Action  Drama  Thriller
Deep Blue Sea,Thriller,60,,Other,On a remote former submarine refueling facility called Aquatica  a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks  intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately  the increased brain capacity also makes the sharks smarter  faster  and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests  and send a corporate executive to visit the facility.,/r386y8YpePXoS7P4jHWZRTF36Zb.jpg,Village Roadshow Pictures,2019,Small,310,Bigger. Smarter. Faster. Meaner.,5.6,Action  Science Fiction  Thriller
Spy Kids 2: The Island of Lost Dreams,Family,38,,Other,Exploring the further adventures of Carmen and Juni Cortez  who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island  none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.,/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,Dimension Films,2002,Small,310,Little Spies. Big Attitudes,5.3,Action  Family  Adventure
Marmaduke,Family,50,http://www.themarmadukemovie.com/,Other,When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County  their big-hearted  havoc-wreaking Great Dane gets a taste of the dog's life  California-style.,/gxMMXRLB2qsNpAEwZxtplYe15Ig.jpg,Twentieth Century Fox Film Corporation,2010,Small,309,Live Large,5.0,Comedy  Family
Planes: Fire & Rescue,Comedy,50,http://movies.disney.com/planes-fire-and-rescue,Other,When world-famous air racer Dusty learns that his engine is damaged and he may never race again  he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team  a bunch of all-terrain vehicles known as The Smokejumpers. Together  the fearless team battles a massive wildfire  and Dusty learns what it takes to become a true hero.,/b5Xn7UQf7s6ZPsDTVT0NeLqiiHY.jpg,Walt Disney Pictures,2014,Small,309,When others fly out  heroes fly in.,5.8,Comedy  Family  Adventure
